word,score
182,0.1382597253451737
157,0.1382597253451737
merci,0.13760129610462343
bango,0.1375353604091972
aizpa,0.1375353604091972
akkran,0.1375353604091972
bihotzezko,0.1375353604091972
apeztiku,0.1375353604091972
aizta,0.1375353604091972
apezpiku,0.1375353604091972
boeroeung,0.1375353604091972
mitschada,0.1375353604091972
agradecimentos,0.13747425662168491
herzlichsten,0.13720266199035813
weggeschnitten,0.13534643202312216
183,0.1350624275581466
181,0.1350624275581466
192,0.1350624275581466
151,0.1350624275581466
paris,0.13256450571470085
161,0.1323593555825993
164,0.1323593555825993
norfolk,0.1299991762771864
peel,0.1299991762771864
envoi,0.12873023200108816
107,0.12798014393186394
94,0.12676386100188633
exa,0.12547898664884277
bombay,0.12510472442724588
rest,0.12464187718525845
abgefallne,0.12462592255594415
72,0.1245443892836
frisches,0.12436445978566456
sympathie,0.12198392270445478
87,0.12076384787407445
bai,0.1198973898793521
agréer,0.11957353620788677
india,0.11945272153798209
4132,0.1186242483529326
völkerk,0.1186242483529326
dādan,0.1186242483529326
sns,0.1186242483529326
bininja,0.1186242483529326
hc,0.1186242483529326
63,0.11835616993483335
89,0.11835616993483335
na,0.11746762275006574
welke,0.11704164868329062
morschen,0.11704164868329062
271,0.11589418153933678
grün,0.11530727446423987
273,0.11321409368844641
ringraziamenti,0.11201566083118156
tem,0.11106689840083338
varones,0.10951178793706068
rre,0.10951178793706068
vueri,0.10784022577539328
besain,0.10784022577539328
genden,0.10784022577539328
pasolari,0.10784022577539328
bylowositz,0.10784022577539328
ità,0.10784022577539328
vuei,0.10784022577539328
popravil,0.10662853784533266
schetelig,0.10662853784533266
učenog,0.10662853784533266
jhr,0.10662853784533266
julij,0.10662853784533266
magda,0.10662853784533266
erhard,0.10662853784533266
brug,0.10662853784533266
pontoppidan,0.10662853784533266
indian,0.1065369878839028
25,0.10621551684366431
professor,0.10529151438167818
infiniment,0.10455620219228513
calcutta,0.1031056924662637
30,0.1030210159577592
erzgang,0.10288734846159184
gernikaat,0.10204236417456568
maradean,0.10204236417456568
guera,0.10204236417456568
garrofa,0.10204236417456568
remerciements,0.1000311109927722
rue,0.09982952286135982
vielem,0.09897401384490132
aguti,0.09814595070682541
kǫppala,0.09814595070682541
of,0.09814188612561699
saben,0.09713560840090753
demas,0.09672414446420717
dévouement,0.09663261473001063
lacombe,0.09632553022464711
monsieur,0.0959585228187948
veta,0.09478213224961976
karte,0.09437879127512075
vinson,0.09422584072715211
halbe,0.09361298084609522
baum,0.0931615397011807
esq,0.09275755450737497
20,0.09256444993383121
sig,0.09194971297357975
chen,0.0907903328797294
ue,0.09052232481044722
bancalari,0.09023095468208145
1908,0.0900699829803191
60ff,0.08952773460598686
zielzeichen,0.08952773460598686
deos,0.08815154953586986
viá,0.08760943034964855
carvelho,0.08709770587590202
schia,0.08709770587590202
estou,0.08695763350645495
1904,0.08689799613561013
póo,0.08530198803784543
cher,0.08445378735266396
perú,0.08295672978062142
262,0.08278019753563824
224,0.08278019753563824
veuillez,0.08271839777282239
the,0.08254395234150913
dante,0.08201240957440704
hôtel,0.0818472573271365
lastras,0.08134925503244797
1903,0.08122899846657328
milch,0.0810531282086957
noten,0.0809438913656433
capicelli,0.08023635947863851
318,0.07968846717304531
317,0.07968846717304531
traducción,0.07878101677037053
346,0.07842279545414824
320,0.07842279545414824
membre,0.07824565186027907
editor,0.07807027541846558
hofrat,0.07779564911685757
eu,0.0774204886771137
316,0.07729069915771136
théâtre,0.07724721993324418
biotzac,0.07653177313092425
bādar,0.07653177313092425
ferreterías,0.07653177313092425
egortzen,0.07653177313092425
díās,0.07653177313092425
harria,0.07653177313092425
hartzeaz,0.07653177313092425
kat,0.07548561172271841
mazarine,0.07541439564282203
adresse,0.07536663548086821
gotha,0.07526167822991839
falta,0.07505375725097288
winkler,0.07503158963327482
individualismus,0.07481726734435275
blätter,0.07404745681452572
budapest,0.07354914141592934
agréez,0.07337379720251516
fernando,0.07290914341804859
berrik,0.07224539381321082
vosso,0.07221108888352262
wörterbuch,0.07188562246215759
prof,0.07172500976272655
vive,0.07142112000929013
417,0.06977896961937212
607,0.06977896961937212
621,0.06977896961937212
608,0.06977896961937212
602,0.06977896961937212
professeur,0.06939342107657814
yo,0.0690851175315016
legano,0.06857324161601318
votre,0.06856296414052511
parfaite,0.06828468240031862
omdah,0.06792011323351836
ihm,0.06779440845743569
institut,0.06750978154832743
fragen,0.06750571427980791
ella,0.06731259963155892
karras,0.06643702314734946
photographie,0.06630099323603499
darwin,0.06628785417049655
christo,0.06621917294282527
mussafia,0.06549701272730016
hamburg,0.06537018472463559
bibliothek,0.06536852059840423
questions,0.06481076040526508
fortsetzung,0.06420429515933986
59,0.0640972437663668
kommissionaer,0.06405708996514178
spindel,0.06365576288973135
1870,0.06273949332442139
no,0.0626753557418796
zusendung,0.06254113540884149
vossotros,0.06202225239934015
ele,0.06165487302567357
aimable,0.061074662166831425
tâ,0.06098786842282648
bosquejos,0.060832947873298765
krümmungsverhältnisse,0.060832947873298765
arboles,0.060832947873298765
01754,0.060832947873298765
bishop,0.06056203239632847
bordeaux,0.05929562363144877
graz,0.05920169813538909
dirigir,0.05883086368739033
blanc,0.05878375447772713
fleischer,0.058767621151254626
museo,0.058041578383676386
pruebas,0.05800810178402763
travağar,0.05787226748574878
conmigo,0.05739105455182346
fr,0.056814497643234686
influenza,0.05669247883926047
mozambique,0.05662442624681773
spender,0.05657272860376499
wucher,0.05615349034458347
avalé,0.05615349034458347
conyère,0.05615349034458347
kathedermann,0.05615349034458347
naura,0.05615349034458347
už,0.05615349034458347
herrnhut,0.05567419829950981
vereine,0.05567419829950981
acure,0.055496724375640974
benazzone,0.055496724375640974
eta,0.05547842682887469
gesundheit,0.05539768320041853
cairo,0.055388904030806985
videqui,0.05524686094191021
versif,0.05480914824589472
com,0.05405111311507955
quem,0.05403762373111488
azkue,0.0537093185215092
nos,0.05363877146282412
urquijo,0.05307750175847068
belästigung,0.05271933421059108
saier,0.052446742408959836
entschuldigen,0.05233853378648707
chiarissimo,0.052219474777344524
suifé,0.05220693349238043
dajhe,0.05220693349238043
quank,0.05205247510926688
université,0.051675084171979066
sendung,0.05165512783060365
dia,0.051533757285287224
herr,0.05148960317679047
schreibe,0.051441202214811875
ba,0.05139979237830687
ga,0.051234706910684415
1912,0.051109701221169174
1885,0.051109701221169174
módszeréhez,0.05102118208728284
335f,0.05102118208728284
île,0.050744015338857085
do,0.05061821974040955
te,0.05058347057237939
trier,0.05049141624512455
danke,0.05004843163828773
amigo,0.050029012735148044
seychelles,0.04991741463548918
moses,0.04986380475392007
camina,0.04980106104114881
quiele,0.04980106104114881
sachsen,0.049585062046963196
lincei,0.04930655044455337
alten,0.04927968768050803
ff,0.04916786523368474
victorie,0.049101584702024303
brief,0.048881488908555565
conosce,0.04840598466665962
grita,0.04809419766968837
mi,0.04807432917959037
philippinen,0.04788833060370083
sari,0.047550639424141096
erbitte,0.04729822059095769
1878,0.047027201918001846
cioe,0.04697990033779509
el,0.046449043634122826
weihnachten,0.04633362335512077
bonaparte,0.04589342142712733
prager,0.04581145487349704
voila,0.04568877371403179
chinesen,0.04560213519321391
address,0.04547407407134158
1757,0.045441245964085886
ladinern,0.04540641085279716
griseldissage,0.04540641085279716
singularen,0.04540641085279716
philosophiert,0.04540641085279716
dávao,0.04535934478612743
farbenempfindungen,0.04522811461936299
verborgenheiten,0.04522811461936299
jesus,0.04516167750514061
friedrich,0.04510735677268312
sprachforschung,0.04460072476037828
póde,0.04422853608770702
meyer,0.04403381033879421
em,0.04393290678767079
jargon,0.04355225960531337
meu,0.04350199850989716
beobachtung,0.043261220734801153
newstead,0.04325910484346525
carta,0.0432231437621529
1859,0.04315200874278711
arabe,0.04307805934471991
bilhete,0.04307534762731101
leit,0.04303322454068499
que,0.042921553183916314
signore,0.04271650110858156
nationalismus,0.04251501024701645
1841,0.04239342267742993
gagn,0.042381205987038255
tatane,0.042381205987038255
vd,0.042260949221919766
übersandte,0.042143671965028835
alŭ,0.041989824789814334
précieux,0.04172077847201788
für,0.0416075485709982
esperanto,0.04158233545756213
jahr,0.041573993586897846
bitte,0.041470924104072125
zure,0.0414129144664617
ihre,0.04120085631517841
eile,0.041157706101090506
bene,0.04104996011367653
já,0.04090155802562254
con,0.0405068781839594
meyrelles,0.04044776727222954
indó,0.04044537146421197
amblá,0.04044537146421197
δiffuant,0.04044537146421197
nin,0.04041438125474309
per,0.04037610653488275
freundliche,0.040328597325174534
che,0.04022241409321175
freund,0.039749310145086925
frau,0.03965398058720727
1863,0.03960191688907097
me,0.039590253537803995
chinos,0.03942335122830154
sociedade,0.03936233494297794
genesung,0.0390722937049788
cat,0.03883517128959523
ez,0.03883229221815526
postal,0.03875905437282849
eiδoch,0.038581511657165855
abella,0.038581511657165855
bernard,0.038332900588413175
testament,0.03831738266229093
uebersendung,0.038242202800802906
intonatura,0.038112208306163076
oena,0.038112208306163076
rossa,0.038112208306163076
prästirt,0.038112208306163076
dures,0.038112208306163076
neide,0.038112208306163076
olingo,0.038112208306163076
dynamite,0.038112208306163076
conejo,0.038112208306163076
negro,0.03810333017453916
gombo,0.03799880735841242
gütige,0.03782941290525994
socio,0.0377968817796189
spindeln,0.037740456218134474
bat,0.037700291063961784
geheime,0.03749778908604517
1874,0.03747405538334286
брая,0.03743348209985576
trefnant,0.03703944544617306
secret,0.03695647826049952
sâ,0.036834949379978714
azevedo,0.03677304190202917
mindanao,0.03666458177507454
jl,0.036653617889442096
1958,0.036653617889442096
kabinets,0.036653617889442096
berberischen,0.036592364428489864
ilhas,0.036561476611396804
di,0.0365086947173651
indirizzo,0.03634967627136978
that,0.035738971823426065
non,0.03573179870484658
schiffe,0.035680284497463785
sempre,0.035445106513479055
szédül,0.0353998724083143
chinesisch,0.035269284414818566
matin,0.03523595043807349
christ,0.035235868142513165
berg,0.03518660300550561
leid,0.03499294247291456
lettre,0.034788730785805834
sabir,0.03472928369464153
photographien,0.03467004900000369
1882,0.03464090484571546
nationalität,0.034583081981440354
sarò,0.03446838061258604
siehst,0.03445376734923064
ustan,0.03443835342859196
ihren,0.034375682408946846
catéchisme,0.03416991899680852
caut,0.03416533675437096
ni,0.0340923230270589
catar,0.03407368941192282
bono,0.03407368941192282
saint,0.034018957412990526
rizal,0.033532573918567815
besten,0.033518374290435624
não,0.03349123938977532
passé,0.033471079258363075
ebscharaŷ,0.033258025885126496
sono,0.0330788397841839
you,0.03302437100309789
en,0.032990557016574
verbo,0.032936516515498844
vá,0.032822994550389464
trinken,0.0327280539471974
amigos,0.03272152447918558
zimmer,0.032693560433155265
schleswig,0.03258402095044042
filipinas,0.03257591941080607
them,0.032517670193777125
geburtstag,0.03233414457190956
addurre,0.03223232860807731
katze,0.0321287317070515
verzeihen,0.032105969249450805
kalbsvögele,0.03199949578417567
las,0.03191513639013817
ça,0.03189561143751989
schreiben,0.031777517151189726
ligist,0.03176624533982383
exemplar,0.03176350574678814
čechischen,0.03174004286478514
museum,0.031701063514128346
faksimile,0.03159463079677574
alger,0.03150782978941183
barby,0.03130558111553773
appainduric,0.03130558111553773
lo,0.031123038230195216
dictionnaire,0.031030793915316494
rimetto,0.03085678228305996
given,0.03082698643359823
land,0.030745456667330844
getränk,0.0305978027598821
balagozi,0.0305978027598821
uhr,0.03051159833711616
ex,0.030452848746622373
übersenden,0.030452732738431135
še,0.03041461332596394
fosses,0.030334028598158976
expresiones,0.030182129345715455
1856,0.03018103142080043
por,0.0301614147400581
créole,0.03002803749478627
patois,0.02999287348164441
maurice,0.029920945370260372
oden,0.02986291382716574
cima,0.02982304807683386
lieber,0.029783137161772832
fermozo,0.02961908516318553
stainz,0.029498377128108506
io,0.029430584857188594
ou,0.029414416670297826
speck,0.029263681923369055
cognac,0.029187752297160256
champagner,0.029187752297160256
réponses,0.02916948754185575
hotel,0.029112885810186888
1883,0.02901301085160117
vous,0.028878399134342637
dieselben,0.028861738740191517
singi,0.02883940322897683
nieuwe,0.02883940322897683
réponds,0.028786833879365772
wünsche,0.02857467790973385
para,0.02839812756203767
les,0.02838300601481948
za,0.02826326062582087
arriv,0.028254137324692164
moulin,0.028254137324692164
mitan,0.028254137324692164
azért,0.028192613955435698
saure,0.028187381938582574
gt,0.028160302578694413
edo,0.028101620530813297
cork,0.028045567062900005
français,0.027957716320863007
haïti,0.027788457341528457
kennst,0.02757289725683058
langue,0.027546259909030417
agradecimiento,0.027433738133282985
fischerei,0.02741802547224727
arabes,0.027406552158431362
pardon,0.02737584785308744
maglie,0.02715147132592222
nosotros,0.027123316990701758
scuse,0.026997352278244582
affetto,0.02698507388444144
îles,0.026878607880648022
to,0.026812081927584074
ermüdet,0.02677652727812146
schlafen,0.02677652727812146
malgache,0.02675368305604734
ﻳﻊ,0.026723404146224206
penna,0.02656704755890462
eso,0.026554006157300178
am,0.026534267818081974
geht,0.026517054146194936
cent,0.026492462845174657
mingr,0.02645798274140151
anstalt,0.02645798274140151
estar,0.026453687705686194
roma,0.026214109394643755
sent,0.02618293612427944
träume,0.02617784841442105
steiner,0.026126113101212056
рѣчь,0.02598781317287684
дѣтская,0.02598781317287684
geografie,0.025877507128787752
nomeação,0.025877507128787752
wollen,0.025802467260117472
einscannen,0.02574368128541519
by,0.025710616954005946
gusto,0.025679134807199102
giulia,0.025593207096475126
auditorium,0.02546301888424847
cǫs,0.025424474836607234
scriu,0.025424474836607234
túca,0.025424474836607234
tuzz,0.025424474836607234
cătelin,0.025424474836607234
ausdrucksbewegung,0.025386837166741488
portuguese,0.025372202642993495
corregidas,0.025283634569455343
sw,0.02513580920380998
čechen,0.025103234094200743
prince,0.025074289572236067
lazo,0.024996987976994407
fuso,0.024934905133158596
llaman,0.024933870814549126
societé,0.024911016628884754
lisbôa,0.024911016628884754
de,0.02479625245190123
chinesischen,0.0247465003743907
hoffnungstraum,0.024680819957157568
certain,0.024620525568731594
ch,0.02454031742264516
salud,0.02450239832678226
beantworten,0.02441430693036526
bier,0.024368224584089635
till,0.02433426350897345
müde,0.024282859722905687
gut,0.024259849015690713
bonapartes,0.024236573162862787
intonation,0.024223312411122203
joaquim,0.024161462257704727
chur,0.024144825136640343
feuillée,0.024068039106610404
aɔc,0.024068039106610404
empfangszimmer,0.024068039106610404
potage,0.023999621838131757
libéria,0.023998196829394056
csak,0.023891988741450463
vom,0.023802588265535145
courrier,0.023779946385586954
языка,0.023703330656775455
jij,0.02360060448866499
sua,0.02359917749145921
ud,0.023586283013032606
ongi,0.02356579594216737
packet,0.023490578761675443
juifs,0.0233320188602452
irischen,0.023283399887265934
gartner,0.023206862524027042
pidgin,0.02315923347221568
egin,0.023142547273713402
ägypten,0.023078710012836245
chinesische,0.023070252418593933
noirs,0.023018590099796243
fröhliche,0.022962816693265505
möglicher,0.022959487415759306
abgestiegen,0.022958902285727972
tzu,0.022892294653509858
hoffentlich,0.022764884316925815
which,0.022727241325773345
mittheilungen,0.02272454537938835
franque,0.02272202748988132
nach,0.022713805207637282
wetter,0.02269645001460318
rete,0.022673398699648028
net,0.022656184552628283
russischen,0.022531036866862694
pesca,0.02248136902278803
morgen,0.022431726778862196
vos,0.022391433391949416
nere,0.022388152427484015
probevortrag,0.02237769758713193
je,0.022339664390023495
lopez,0.022323405717246145
poser,0.022287889249908398
bald,0.022193569527961973
grippe,0.022114382344101038
carisch,0.02204135713692427
bin,0.021841152198056435
fusi,0.02180738143368865
gemahlin,0.02179916048708281
professore,0.021785571966404283
irlandais,0.021696860737395803
et,0.021665400086799107
tra,0.02164790139236555
sprache,0.021643977813763277
neuen,0.021643417696501285
vorstellen,0.02147206769002751
milz,0.021456257810803885
nahi,0.021430053745368747
philippinischen,0.021297347488368177
traduction,0.021252924037126874
auguri,0.021242267210160464
herkulesbad,0.02121172946226954
estima,0.021141279475491635
čechische,0.021079281588466735
ungarn,0.020969508087659235
pesce,0.020774205568168103
русскаго,0.020753863442951954
русского,0.020753863442951954
для,0.020753863442951954
wien,0.020743736541575988
wohnungen,0.020641541089488808
ligne,0.020641150581939396
brochure,0.020637565163557806
lei,0.020553330328279898
nachmittags,0.020536696803540845
herzlichen,0.020524438518950888
dans,0.020511707836119865
по,0.020432207411097966
avenir,0.02039825723976292
heiligen,0.02038088597013037
renvoyer,0.020351300277665966
ere,0.02033065941556594
chines,0.02032184045308595
filo,0.020296561800454273
napoli,0.020272399761771854
freundlichen,0.020198229371402997
geschenk,0.02011756923121701
варшава,0.020042553109668154
intellekt,0.020042553109668154
gabe,0.020036755028504678
demande,0.01998837228722569
entschuldigung,0.01998837228722569
hofrath,0.019974043410305498
deutschen,0.01995312053962478
santé,0.019917810502582678
mundarten,0.019901860064093488
mio,0.01973045867459501
szarvas,0.01971407008479631
barche,0.019666297219579573
influence,0.019659796636787248
gericht,0.019548428327830603
hab,0.01945435949698837
wissenschaft,0.019416258684253576
smichow,0.019351215008331018
tut,0.019345464574302782
lunghezza,0.019303859860682008
russen,0.0192993612268464
réunion,0.0192757660546547
salutations,0.01925547329264911
hâte,0.019254137670923717
abend,0.019247527913907044
neujahr,0.019221025584579676
haïtien,0.019192947308515222
werde,0.019117297877151582
szeparátumot,0.01909444641495897
stuttgart,0.01905493536153881
übersetzung,0.019050227190845204
herrn,0.019017314167418524
ungarische,0.01900088966383913
frailes,0.018938642978633104
otto,0.018925213439132005
grösster,0.01887879788249677
ha,0.018840121946637388
sonnabend,0.018752842689686283
ortsnamen,0.018683097940129404
su,0.01866623290714723
queremos,0.018663171808034805
dios,0.018646071573808154
holländisch,0.01862402886648162
arabische,0.018594223580293782
innsbruck,0.01845688558708535
ik,0.018424914557218907
mittwoch,0.01837350125220011
disegni,0.018338651553090907
nè,0.018290871011650268
più,0.01823859469343154
serai,0.018232667740333365
ho,0.018176030938511334
niet,0.01817042687523739
vernügen,0.0181569772896565
pensionierung,0.018135336823775484
terme,0.01811950926424346
père,0.018100745385700615
pesci,0.01809139292945185
prueba,0.018086531885868968
glückwünsche,0.018035327245616024
leggi,0.0180227694853955
fouti,0.01800867757754835
nome,0.01796802561283235
aprovechamiento,0.017966127144468397
brochures,0.017943606455199435
milet,0.01792892103394356
téler,0.01792892103394356
talhère,0.01792892103394356
maglia,0.01789195516551691
temple,0.017888519900908496
er,0.017880087314259087
beeile,0.017813490124739716
as,0.017789396779019404
portuguez,0.017770343148361636
sou,0.017725132620585657
1828,0.01767669781646536
kaufen,0.017661656517827057
retrato,0.01762913203379146
wüßte,0.017615538662084287
oggetti,0.017614184647043063
april,0.017613278987929866
preis,0.01755315579313838
klausenburg,0.01747883831861607
dono,0.017460788208824178
mama,0.017445144710813463
egipto,0.017423748887316765
abgeschnittenem,0.017367953195392107
bamba,0.017367953195392107
seelische,0.017326952764861757
lamanski,0.01725742188866942
museen,0.017250629777184102
selve,0.017228581367107094
confío,0.017194667627256077
vorlesungen,0.017193476133680285
mes,0.016937889034705732
reihenfolge,0.01690196518196808
si,0.01688801620556226
etym,0.016882533431573966
and,0.01687367636919859
villa,0.01686443951643028
fische,0.01673245057610894
fieber,0.01671921281463045
haïtienne,0.01671660326412003
écris,0.016672931648053196
dictionary,0.0166711290029455
cariño,0.01661058174138763
salute,0.016604503630434465
año,0.01657161963238338
cuiller,0.016567579043304193
kräuter,0.016567579043304193
pourra,0.016549791687802892
wir,0.01652951339670213
ejemplar,0.016464328142046215
dove,0.016462371065708383
haiti,0.01645109769301305
esp,0.016445852165873628
bayonne,0.016425792381963972
einmal,0.01639905668879065
klein,0.016396743882255323
berberische,0.01638460342274732
egypte,0.016380601377004925
misura,0.01637092173778207
sur,0.016344349180852525
avez,0.016273619843320385
hochverehrter,0.01623721262163623
ihnen,0.016062859013477624
100,0.016060142785027477
nationalitäten,0.016044880943504126
mehrzieligen,0.015999747892087836
gymn,0.015997480061517466
nuevo,0.015926975925781184
kosten,0.01589093044694318
basque,0.01588447409389015
hochgeehrter,0.015882871078042003
szemle,0.01584548262523579
mon,0.01581735365451112
weihnachtsfest,0.015809219603834794
stummel,0.01580327454589057
liberia,0.015802702032915273
50,0.015794752664244908
fut,0.01573763582899058
étaient,0.015682013740927273
proyecto,0.0156710328785336
neue,0.01562635312435271
carte,0.015610356413448852
mihi,0.015594319414180088
avec,0.015582356178508467
verehrter,0.015533431420017783
os,0.015529016937413735
battere,0.015527182109764563
mittheilung,0.015518318916625966
besuchen,0.01549005948815046
romania,0.015464751132147752
hotten,0.015430796533714809
fortschreitend,0.015430796533714809
freiexpl,0.015430796533714809
bild,0.015416905012986575
arab,0.015401700706826608
fest,0.015398508676300724
batte,0.01534994991847813
tzi,0.015261529769006571
winter,0.015249251707820604
aux,0.01522848993076789
klassifizierung,0.015199522943364968
sie,0.015197294104338212
erhalte,0.015187292593503631
denke,0.0151591334256916
punkte,0.015152177923052927
kerb,0.015144769529344767
lungenentzündung,0.015131369247377147
sonntag,0.015122971637053124
fatto,0.01510084953955796
rumänischen,0.015079043531698786
librairie,0.015024610181516306
faden,0.015012745778289632
augen,0.015004523571329286
undeutlich,0.014990819954471442
disegno,0.014942447211368637
shepheards,0.014922606020332378
krieg,0.014921231037342723
une,0.014895232990286132
taifun,0.014860942359091335
saefes,0.014860942359091335
chocho,0.014860942359091335
răciucială,0.014860942359091335
catch,0.014860942359091335
grand,0.014857190626741327
irénka,0.014852308457346237
nardo,0.014812848694498806
giorni,0.014799263474168187
yehova,0.014797087121053158
heiligennamen,0.014797087121053158
offenbach,0.014797087121053158
pour,0.014779906792591526
sprachliche,0.01473348899245737
sprachen,0.014644616454757344
portugais,0.014604549616286953
poke,0.01457131606528204
simonyi,0.014566158895086962
spanier,0.014564877916579656
würden,0.014549207659785767
verbos,0.014509886789673531
pubblicazione,0.014507105990129105
afféterie,0.014504317054354662
mot,0.01449992325942962
bedera,0.014498226687032685
haus,0.014489605049963774
mandarle,0.014480330178283589
passivo,0.014399447141630375
olēh,0.014368567920820018
baguio,0.014351603850075249
il,0.014313370654100618
barca,0.014302761614239688
verfügen,0.014247151515364358
bibliothèques,0.014221169846528763
lautgesetze,0.014204198940474758
leyde,0.014181359526707066
déclaré,0.014181359526707066
buch,0.014177882765093233
urtels,0.014169073541365937
meinen,0.014164567177782599
qu,0.014163791133926807
tempo,0.014162972858549354
uns,0.014146866276978216
passare,0.014119827417089913
schüchardt,0.014103325689804326
ut,0.014094667313698921
sorbonne,0.014071469340960291
tobler,0.01404775622645058
prag,0.0140170045024261
moudon,0.014014471270909724
maladie,0.014012383484466494
änderung,0.014004862257038866
zum,0.013972363671284004
fonetiche,0.013972090388199155
zeitschrift,0.013957560095308841
iana,0.01395656023260018
portg,0.01395656023260018
bra,0.013932158694571616
zeitschriften,0.013913677602486555
ae,0.013888406539042712
erlaubnis,0.013830962274829793
hiatustilgung,0.013817052671078928
espérantistes,0.013803960542458147
ministro,0.013769003965026474
sprachkarte,0.013709248077510873
köpfchen,0.013698502439171452
hier,0.013650012201885718
abends,0.013610674473347812
gefäß,0.01358968820973408
alessandria,0.01354866076448407
jahre,0.013538806967682934
lehnwörter,0.013534865386713925
spero,0.013534130666083152
hergestellt,0.013531187492562408
olyan,0.013527867657102463
splendida,0.013507450966437861
pf,0.013504248976375161
italie,0.013482498955380146
zeichen,0.013460620133153365
mönche,0.013456309921099235
florentiner,0.013423034587613738
voyage,0.013409169583689286
katona,0.01339185481817858
sachverhalt,0.013386665356177958
arguss,0.013386332169903552
grundstück,0.013372726579773087
affectation,0.013361702073112103
ausdruckslaut,0.013361702073112103
herbert,0.013333685869780341
haken,0.013310459278811007
baldige,0.013301045424964736
arabischen,0.013291836973749535
afrika,0.013240220399433835
jahreswechsel,0.013233265977027139
fadens,0.013186881578457675
anthropos,0.013164237348374458
philosophie,0.013162817271520478
literaturgeschichte,0.013157634433186445
quod,0.013153512915596719
könnye,0.013149279960337972
volna,0.013144986241714856
deutsch,0.013107007599421414
wut,0.013086347594544523
kampf,0.013045987337339452
linguistico,0.013032285551887067
uhlenbeck,0.013028465206905574
magyarische,0.013028069163766339
discussions,0.013018604141385962
sed,0.012960817962860506
török,0.012960535977801946
alguma,0.01295826812417308
montpellier,0.012957061684264864
ire,0.012940426735272667
sprachwissenschaft,0.012922116124568872
seine,0.012869934363430466
della,0.012855686223053038
hitze,0.01284276703350208
wirtel,0.01279009790332234
unschuld,0.012778408493020907
pisa,0.012760945854198258
universitätsbibliothek,0.0127553927009063
malaisch,0.012750466721556452
plaisir,0.012710277156232696
hausherrn,0.012703891701013789
exx,0.012678785124539963
bedeuten,0.012647655108172895
scheinen,0.012635135368980156
arnobius,0.01263439557573472
viaje,0.012629879978441344
pasteur,0.012613160159294248
del,0.012588021930881554
logar,0.01257588722738144
manch,0.012572229299674127
adolf,0.012523733537568468
senden,0.012484921150182546
losen,0.012477093621774425
semiramis,0.012477093621774425
war,0.012467710659959715
italiano,0.012464544360044934
seit,0.012400909887195478
meine,0.01236741819197313
auge,0.012318806941040579
nationen,0.012301236122542997
verlagsbuchhändler,0.012295207011624284
mutter,0.012276017272672989
francia,0.012247077641521385
wünschen,0.0122195936152281
begehren,0.012219336268908844
ihrer,0.012214407216971769
fl,0.012152184779865032
terzine,0.012130052526894825
dei,0.01211588021994494
gestorben,0.01210835387781071
zwingenden,0.012068313190383454
olshausen,0.012050159548432571
bibliothekare,0.01204782217654829
500,0.01204039921757679
exemplare,0.011987205810477847
tout,0.011964738606569566
70,0.011953916291787619
italia,0.011925416432841528
sievers,0.011884296088166013
tarjeta,0.011879261592160734
habe,0.011862519139463798
montreux,0.011839837933779327
bulletin,0.011835677802332188
dotation,0.011806703080137964
gegen,0.011798938442492746
leipzig,0.011793680123398223
linguisticos,0.011779976598916147
artikel,0.01177768704915001
bewohnen,0.01170429108290946
quam,0.01168730577660704
